epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,10036.8,1.11398,2.17795,0.87472,1.05331,0,0.75672,0.6868,0.76071,0.53847,0.75538,0.65781,0.72098,0.4241,1.15019,2.13586,0.93382,1.1187,0,0.0293885,0.00979616,0.0293885,0.00979616,0.0293885,0.00979616,0.0293885,0.00979616
13,10868,1.10725,2.15619,0.86476,1.05078,0,0.75758,0.69171,0.75426,0.53522,0.76104,0.65416,0.71407,0.42114,1.15224,2.13736,0.94057,1.12025,0,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
14,11694.8,1.09967,2.14461,0.86005,1.04777,0,0.75573,0.69783,0.7619,0.54139,0.75546,0.6657,0.72164,0.4273,1.14272,2.12152,0.92705,1.11768,0,0.0291482,0.00971608,0.0291482,0.00971608,0.0291482,0.00971608,0.0291482,0.00971608
15,12523.7,1.09278,2.12921,0.8492,1.04543,0,0.77187,0.69262,0.76419,0.54184,0.75702,0.66769,0.72572,0.43024,1.14292,2.10903,0.91497,1.11316,0,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122
16,13349.5,1.08761,2.12104,0.84365,1.04232,0,0.78043,0.69298,0.77433,0.55169,0.77283,0.66481,0.73247,0.43712,1.13197,2.09389,0.91191,1.10861,0,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
17,14179.8,1.0862,2.1114,0.83911,1.04186,0,0.75789,0.69777,0.76812,0.54668,0.75709,0.66732,0.72751,0.43381,1.13566,2.09231,0.91033,1.11108,0,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205
18,15006.4,1.08375,2.10597,0.83821,1.04038,0,0.77815,0.68916,0.7712,0.55055,0.75816,0.66722,0.72854,0.43593,1.12848,2.07934,0.90748,1.10416,0,0.0285534,0.0095178,0.0285534,0.0095178,0.0285534,0.0095178,0.0285534,0.0095178
19,15835.3,1.08073,2.10152,0.83442,1.0406,0,0.76137,0.71347,0.774,0.55351,0.75025,0.68443,0.73151,0.43907,1.12631,2.0737,0.89369,1.10455,0,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
20,16670.5,1.07999,2.10758,0.8315,1.03929,0,0.76854,0.70719,0.77608,0.55508,0.75707,0.67606,0.73229,0.43645,1.12737,2.06459,0.88693,1.10225,0,0.0282004,0.00940014,0.0282004,0.00940014,0.0282004,0.00940014,0.0282004,0.00940014
21,17496.6,1.07651,2.09761,0.82738,1.03775,0,0.77057,0.70695,0.78035,0.55689,0.75832,0.68235,0.73931,0.44123,1.123,2.05227,0.88471,1.10106,0,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683
22,18315.1,1.07326,2.08297,0.82121,1.0347,0,0.76464,0.7178,0.78025,0.55957,0.75847,0.68799,0.74065,0.44426,1.11926,2.04246,0.88084,1.09719,0,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
23,19126.6,1.0702,2.0774,0.81747,1.03365,0,0.76773,0.71797,0.78354,0.56374,0.76006,0.6871,0.74253,0.44649,1.11774,2.03771,0.87619,1.09774,0,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142
24,19953.7,1.07039,2.0812,0.81699,1.03327,0,0.77082,0.71296,0.78262,0.56389,0.77043,0.68057,0.74122,0.44635,1.11264,2.03571,0.87164,1.09344,0,0.0273883,0.00912942,0.0273883,0.00912942,0.0273883,0.00912942,0.0273883,0.00912942
25,20773.6,1.0639,2.05985,0.81011,1.02951,0,0.7875,0.71175,0.78618,0.56475,0.78373,0.68134,0.74576,0.44785,1.11233,2.03162,0.87149,1.09459,0,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
26,21591.4,1.06139,2.05653,0.80773,1.02868,0,0.7704,0.71283,0.78579,0.56568,0.77423,0.68001,0.74655,0.44935,1.10959,2.02439,0.86767,1.09446,0,0.0269313,0.0089771,0.0269313,0.0089771,0.0269313,0.0089771,0.0269313,0.0089771
27,22410.9,1.06151,2.05387,0.80687,1.02899,0,0.78035,0.72071,0.79026,0.56863,0.77791,0.68934,0.75038,0.45099,1.11085,2.01768,0.8633,1.09177,0,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687
28,23235.6,1.05935,2.05146,0.80317,1.02728,0,0.77323,0.72303,0.7909,0.56914,0.77722,0.68911,0.75031,0.45089,1.10509,2.01277,0.8577,1.08924,0,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
29,24054.6,1.05536,2.0375,0.79738,1.02474,0,0.78354,0.71738,0.79251,0.57135,0.78059,0.68793,0.75108,0.45231,1.10312,2.0126,0.85568,1.08646,0,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
30,24877.4,1.05541,2.03821,0.79781,1.02551,0,0.77605,0.72683,0.79104,0.57237,0.7679,0.69705,0.75149,0.45359,1.09974,2.00349,0.85326,1.08667,0,0.0259218,0.0086406,0.0259218,0.0086406,0.0259218,0.0086406,0.0259218,0.0086406
31,25700.9,1.05453,2.04245,0.79544,1.02483,0,0.78282,0.71758,0.79167,0.57159,0.78016,0.68663,0.75097,0.45405,1.10031,2.00414,0.85104,1.08445,0,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
32,26528.2,1.05392,2.03822,0.79627,1.02432,0,0.79233,0.71314,0.79332,0.57415,0.7834,0.687,0.75269,0.45503,1.09424,1.99793,0.84764,1.08195,0,0.0253721,0.00845736,0.0253721,0.00845736,0.0253721,0.00845736,0.0253721,0.00845736
33,27353,1.05049,2.02865,0.79017,1.02147,0,0.79042,0.71622,0.79691,0.5753,0.79075,0.68537,0.7549,0.45542,1.09651,1.9987,0.84783,1.08214,0,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
34,28177.6,1.04854,2.02494,0.78817,1.02032,0,0.78257,0.72117,0.79722,0.57684,0.77968,0.68965,0.75552,0.45668,1.09492,1.99143,0.84692,1.08287,0,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477,0.0247943,0.00826477
35,28993.4,1.04871,2.02018,0.78612,1.02016,0,0.78985,0.72082,0.79796,0.57639,0.7854,0.69079,0.75661,0.45689,1.09435,1.99302,0.84367,1.08085,0,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
36,29808.6,1.04376,2.00835,0.78249,1.019,0,0.78638,0.72157,0.80002,0.57836,0.78232,0.68561,0.75636,0.4575,1.09264,1.98896,0.83954,1.07883,0,0.0241901,0.00806337,0.0241901,0.00806337,0.0241901,0.00806337,0.0241901,0.00806337
37,30634.9,1.04523,2.0187,0.78399,1.01988,0,0.7877,0.72572,0.80015,0.58006,0.77968,0.69179,0.75796,0.45909,1.08897,1.98148,0.83855,1.07971,0,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
38,31451.2,1.04092,2.00828,0.77919,1.01696,0,0.78599,0.72812,0.80013,0.58024,0.78171,0.6947,0.7599,0.45945,1.08654,1.97692,0.83523,1.07552,0,0.0235611,0.00785371,0.0235611,0.00785371,0.0235611,0.00785371,0.0235611,0.00785371
39,32262.6,1.03418,1.98763,0.77035,1.01361,0,0.77839,0.73357,0.80137,0.58215,0.77812,0.69723,0.76037,0.46056,1.08479,1.97287,0.8297,1.07414,0,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
40,33081.6,1.03754,1.99714,0.77212,1.01509,0,0.79294,0.72647,0.80227,0.58313,0.78436,0.70067,0.76113,0.46165,1.08464,1.97123,0.82775,1.07496,0,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637,0.0229091,0.00763637
41,33902.4,1.03567,1.98786,0.77059,1.01489,0,0.80114,0.72064,0.80346,0.58295,0.78877,0.69688,0.76229,0.46264,1.08528,1.97157,0.82623,1.07514,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
42,34721.2,1.03768,1.99943,0.77232,1.01438,0,0.79333,0.72907,0.80319,0.58439,0.78237,0.70385,0.7632,0.46352,1.0848,1.97033,0.82782,1.07472,0,0.0222358,0.00741194,0.0222358,0.00741194,0.0222358,0.00741194,0.0222358,0.00741194
43,35536,1.03191,1.98754,0.7665,1.01045,0,0.79404,0.72627,0.80303,0.58403,0.78107,0.70226,0.76296,0.46335,1.08345,1.96823,0.82663,1.07381,0,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
44,36354.2,1.03495,1.99508,0.77054,1.01424,0,0.78846,0.72696,0.80413,0.58515,0.78919,0.69933,0.76397,0.46383,1.08302,1.96471,0.82432,1.07273,0,0.0215431,0.00718103,0.0215431,0.00718103,0.0215431,0.00718103,0.0215431,0.00718103
45,37172.8,1.03284,1.987,0.7684,1.01239,0,0.78876,0.7321,0.8056,0.58631,0.78526,0.70256,0.76584,0.46565,1.08111,1.96227,0.82147,1.07174,0,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
46,37984.7,1.0303,1.98038,0.76608,1.0129,0,0.79375,0.73269,0.80664,0.58685,0.78852,0.70352,0.76631,0.46645,1.0805,1.95959,0.81843,1.07145,0,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428,0.0208328,0.00694428
47,38812.2,1.02977,1.98348,0.76453,1.01068,0,0.79537,0.73082,0.80768,0.58685,0.79166,0.70082,0.76664,0.46606,1.07847,1.95765,0.81686,1.06922,0,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392
48,39635.3,1.03048,1.98114,0.76445,1.01143,0,0.79254,0.72907,0.80758,0.58778,0.79469,0.69657,0.76758,0.46626,1.07814,1.9557,0.81611,1.06854,0,0.020107,0.00670234,0.020107,0.00670234,0.020107,0.00670234,0.020107,0.00670234
49,40459.8,1.02981,1.97979,0.76217,1.01111,0,0.78439,0.73727,0.80712,0.58867,0.78452,0.70471,0.76721,0.46583,1.07694,1.95384,0.81554,1.06759,0,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
50,41276.5,1.02009,1.96442,0.7548,1.00688,0,0.79372,0.73144,0.80865,0.58973,0.79742,0.69851,0.76834,0.46685,1.0775,1.95236,0.81379,1.06769,0,0.0193676,0.00645588,0.0193676,0.00645588,0.0193676,0.00645588,0.0193676,0.00645588
51,42095.3,1.02164,1.96618,0.75514,1.00652,0,0.798,0.73309,0.8094,0.58961,0.7949,0.70297,0.76855,0.46699,1.0766,1.95079,0.81303,1.0674,0,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115
52,42910.9,1.02131,1.96282,0.7526,1.00904,0,0.79443,0.73447,0.80871,0.58894,0.79125,0.70558,0.76804,0.46752,1.07677,1.95024,0.8125,1.0679,0,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555,0.0186167,0.00620555
53,43727.6,1.01893,1.96076,0.74982,1.00387,0,0.79681,0.73366,0.80924,0.5894,0.79256,0.70466,0.76825,0.46746,1.07744,1.94932,0.81175,1.06789,0,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
54,44543.2,1.01872,1.96451,0.74999,1.00478,0,0.80094,0.73277,0.81059,0.59004,0.79495,0.70327,0.76816,0.46832,1.07681,1.94764,0.81058,1.06743,0,0.0178562,0.00595207,0.0178562,0.00595207,0.0178562,0.00595207,0.0178562,0.00595207
55,45360.2,1.01657,1.94901,0.74522,1.00314,0,0.7959,0.73682,0.81078,0.59101,0.79459,0.70399,0.76967,0.46845,1.07607,1.94709,0.80919,1.06684,0,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
56,46182.4,1.02092,1.96573,0.7487,1.0056,0,0.79244,0.73709,0.81101,0.59138,0.78688,0.70667,0.7701,0.46918,1.07438,1.94433,0.80827,1.06578,0,0.0170883,0.0056961,0.0170883,0.0056961,0.0170883,0.0056961,0.0170883,0.0056961
57,46999,1.01198,1.9401,0.74213,1.0022,0,0.795,0.74067,0.81214,0.5921,0.7922,0.70245,0.77025,0.4691,1.07318,1.94244,0.8072,1.06531,0,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
58,47814.3,1.01486,1.95241,0.74597,1.00415,0,0.80322,0.73368,0.81181,0.59188,0.80285,0.70103,0.77025,0.46892,1.07264,1.94132,0.80601,1.06504,0,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
59,48631.2,1.01243,1.94524,0.74381,1.00286,0,0.80649,0.73223,0.81206,0.59253,0.80321,0.7001,0.76998,0.46955,1.07216,1.94072,0.80537,1.06481,0,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
60,49445.3,1.00923,1.93892,0.74087,1.0001,0,0.80814,0.72873,0.8122,0.59283,0.80186,0.701,0.77054,0.46979,1.07171,1.93959,0.80455,1.06442,0,0.0155387,0.00517958,0.0155387,0.00517958,0.0155387,0.00517958,0.0155387,0.00517958
61,50267.2,1.00945,1.94168,0.73681,1.00061,0,0.79941,0.73426,0.81233,0.5933,0.79951,0.70183,0.77064,0.46994,1.07162,1.93911,0.8036,1.06412,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
62,51083.8,1.00493,1.92593,0.73217,0.99848,0,0.80372,0.73165,0.81249,0.59362,0.79719,0.70279,0.77108,0.47043,1.07107,1.93802,0.8031,1.06378,0,0.0147613,0.00492042,0.0147613,0.00492042,0.0147613,0.00492042,0.0147613,0.00492042
63,51905.6,1.00933,1.93881,0.73619,0.9999,0,0.80276,0.73271,0.81292,0.59382,0.80103,0.70208,0.77111,0.47049,1.0702,1.93773,0.80249,1.06304,0,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
64,52726,1.00862,1.93901,0.73397,1.00023,0,0.80608,0.7315,0.81324,0.59422,0.80091,0.7023,0.7721,0.47084,1.06975,1.93715,0.8017,1.06286,0,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
65,53546,1.00371,1.92587,0.72903,0.99819,0,0.80156,0.73391,0.81298,0.59432,0.79801,0.7046,0.77206,0.47136,1.06898,1.93625,0.80144,1.06239,0,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
66,54368.8,1.00326,1.92941,0.72965,0.99723,0,0.80639,0.73208,0.81297,0.59451,0.79441,0.70691,0.77202,0.47106,1.06857,1.93491,0.80061,1.062,0,0.0132117,0.0044039,0.0132117,0.0044039,0.0132117,0.0044039,0.0132117,0.0044039
67,55192.5,1.00235,1.91744,0.72637,0.99632,0,0.80653,0.73189,0.81271,0.59436,0.79556,0.7052,0.77183,0.47121,1.0682,1.93393,0.79999,1.0616,0,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
68,56015.9,1.00309,1.92345,0.72703,0.99884,0,0.80866,0.73145,0.81292,0.59464,0.7963,0.70434,0.77227,0.47147,1.06778,1.9328,0.79931,1.06129,0,0.0124438,0.00414793,0.0124438,0.00414793,0.0124438,0.00414793,0.0124438,0.00414793
69,56839.7,1.00262,1.9201,0.72645,0.99812,0,0.8055,0.7325,0.81236,0.59484,0.79398,0.70664,0.77241,0.47147,1.06733,1.93248,0.79882,1.06108,0,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
70,57658.3,0.99868,1.9173,0.72521,0.99547,0,0.80582,0.73198,0.81317,0.59555,0.7943,0.70695,0.77307,0.47206,1.06715,1.93129,0.79817,1.06088,0,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
71,58478.6,0.99797,1.91442,0.7215,0.99454,0,0.80563,0.73299,0.81327,0.59593,0.79486,0.70689,0.77277,0.47212,1.06708,1.93094,0.79756,1.06087,0,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
72,59295.2,0.99504,1.90758,0.71867,0.99443,0,0.80515,0.73255,0.81371,0.59635,0.79562,0.70656,0.77268,0.47224,1.06686,1.93072,0.7964,1.06077,0,0.0109324,0.00364412,0.0109324,0.00364412,0.0109324,0.00364412,0.0109324,0.00364412
73,60116.1,0.99759,1.91331,0.7194,0.99315,0,0.80146,0.73518,0.81392,0.59627,0.79745,0.70467,0.7727,0.47245,1.06651,1.93018,0.79595,1.0606,0,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
74,60938.1,0.99532,1.90755,0.72001,0.99522,0,0.80529,0.73374,0.81467,0.59619,0.79631,0.70546,0.77276,0.4724,1.06623,1.92946,0.79535,1.06057,0,0.010193,0.00339766,0.010193,0.00339766,0.010193,0.00339766,0.010193,0.00339766
75,61758.1,0.99427,1.90046,0.71496,0.99235,0,0.80581,0.73518,0.81491,0.59631,0.79348,0.70632,0.77239,0.47255,1.0659,1.92903,0.795,1.06046,0,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
76,62577,0.99374,1.90693,0.71599,0.99189,0,0.80528,0.7363,0.81466,0.59633,0.7964,0.70608,0.77322,0.47261,1.06584,1.9285,0.79433,1.06021,0,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
77,63393.6,0.98656,1.88904,0.70937,0.98937,0,0.80642,0.73624,0.815,0.59667,0.7955,0.70743,0.77335,0.47258,1.06553,1.92852,0.79372,1.06005,0,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
78,64212,0.98664,1.89006,0.70852,0.9896,0,0.80807,0.7346,0.81523,0.59675,0.79845,0.70585,0.77358,0.4726,1.06527,1.92804,0.79324,1.0597,0,0.00875691,0.00291897,0.00875691,0.00291897,0.00875691,0.00291897,0.00875691,0.00291897
79,65028.3,0.98777,1.89627,0.70848,0.99033,0,0.80495,0.73692,0.81546,0.59697,0.80078,0.70476,0.77346,0.47285,1.06497,1.92775,0.79288,1.05937,0,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
80,65846.9,0.98542,1.89218,0.70759,0.98953,0,0.80524,0.73684,0.81525,0.59697,0.7981,0.70555,0.77277,0.47269,1.06465,1.92698,0.79258,1.05919,0,0.00806419,0.00268806,0.00806419,0.00268806,0.00806419,0.00268806,0.00806419,0.00268806
81,66664.1,0.98585,1.8896,0.706,0.98895,0,0.80604,0.73681,0.81517,0.59703,0.79793,0.70608,0.77275,0.47302,1.06446,1.92628,0.79231,1.05903,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
82,67489.8,0.98436,1.88487,0.7033,0.98755,0,0.80691,0.73591,0.81548,0.59753,0.79837,0.70557,0.77255,0.47271,1.06443,1.92596,0.79193,1.05898,0,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
83,68309.1,0.98285,1.87982,0.70134,0.98825,0,0.80539,0.73598,0.81574,0.59743,0.79514,0.70811,0.77269,0.47288,1.06424,1.92551,0.79162,1.0587,0,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
84,69124.9,0.98207,1.8739,0.70162,0.9872,0,0.80504,0.73644,0.81557,0.59765,0.79397,0.70833,0.77247,0.47284,1.06416,1.92498,0.79129,1.05863,0,0.00673887,0.00224629,0.00673887,0.00224629,0.00673887,0.00224629,0.00673887,0.00224629
85,69943.2,0.97949,1.86051,0.69693,0.98554,0,0.80412,0.7374,0.81546,0.59775,0.79424,0.70894,0.77268,0.47292,1.06394,1.92474,0.79098,1.05843,0,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
86,70764.9,0.98022,1.87754,0.69713,0.98646,0,0.80573,0.73755,0.81559,0.59783,0.79518,0.70691,0.77246,0.47301,1.06368,1.92429,0.79068,1.05809,0,0.00610989,0.00203663,0.00610989,0.00203663,0.00610989,0.00203663,0.00610989,0.00203663
87,71587.7,0.97923,1.86908,0.69609,0.98498,0,0.80567,0.73886,0.8157,0.59807,0.788,0.71152,0.77252,0.473,1.06343,1.92397,0.79048,1.05785,0,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486,0.00580459,0.00193486
88,72401.5,0.97976,1.86912,0.69609,0.9862,0,0.80399,0.74015,0.81582,0.59813,0.78565,0.71273,0.77279,0.47314,1.06344,1.92361,0.79027,1.05779,0,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
89,73227,0.97895,1.87184,0.69392,0.98516,0,0.80389,0.74014,0.81585,0.59815,0.78694,0.71178,0.77245,0.47292,1.06324,1.92348,0.79034,1.0576,0,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
90,74053.1,0.97729,1.86573,0.69373,0.98557,0,0.80469,0.74006,0.81588,0.59805,0.78596,0.71169,0.7725,0.47314,1.0631,1.92347,0.79009,1.05746,0,0.00492793,0.00164264,0.00492793,0.00164264,0.00492793,0.00164264,0.00492793,0.00164264
91,74871.9,0.97226,1.85932,0.69084,0.98347,0,0.80229,0.74155,0.81584,0.59817,0.78583,0.71188,0.7726,0.47324,1.06285,1.92288,0.78989,1.05727,0,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
92,75697.2,0.97309,1.85506,0.68826,0.98346,0,0.80353,0.74187,0.81596,0.59818,0.78606,0.71235,0.77287,0.47316,1.06295,1.92281,0.78977,1.05717,0,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594
93,76519.1,0.97243,1.85511,0.68797,0.98345,0,0.80368,0.74154,0.81601,0.5981,0.78724,0.71244,0.77293,0.47328,1.06294,1.92256,0.78962,1.05719,0,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
94,77335.1,0.97132,1.849,0.68638,0.98251,0,0.80329,0.7423,0.81599,0.59839,0.78777,0.71263,0.77319,0.47339,1.06279,1.922,0.78948,1.05708,0,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
95,78151.4,0.96861,1.84831,0.68375,0.98178,0,0.79766,0.74513,0.81616,0.59836,0.78852,0.71175,0.77255,0.47336,1.06268,1.92153,0.78918,1.05692,0,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
96,78967.6,0.96789,1.84235,0.68203,0.97937,0,0.79884,0.74397,0.81612,0.59852,0.79069,0.71081,0.77271,0.47345,1.0626,1.92114,0.78903,1.0569,0,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229
97,79793.2,0.97126,1.86026,0.68534,0.98273,0,0.8003,0.7436,0.8164,0.59849,0.78911,0.71071,0.77305,0.47369,1.06254,1.92118,0.78894,1.05685,0,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
98,80612.8,0.96853,1.84997,0.68246,0.98087,0,0.80396,0.74154,0.81645,0.5984,0.79039,0.71005,0.7732,0.47365,1.06244,1.92085,0.78878,1.05667,0,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575
