epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
99,81434.1,0.96632,1.83525,0.67888,0.97962,0,0.80312,0.74189,0.81618,0.59837,0.79152,0.7098,0.77352,0.47363,1.06236,1.92041,0.78844,1.05657,0,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
100,82256,0.96538,1.837,0.67791,0.97967,0,0.80442,0.74068,0.81612,0.59851,0.79116,0.71045,0.7732,0.47363,1.06231,1.92023,0.78838,1.05644,0,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
101,83079,0.96642,1.83802,0.67912,0.98038,0,0.80285,0.74192,0.81627,0.59869,0.79034,0.7106,0.7732,0.47355,1.06215,1.91978,0.78824,1.0563,0,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
102,83901.1,0.96509,1.8393,0.67661,0.9793,0,0.80321,0.74142,0.81639,0.59888,0.79014,0.71092,0.77333,0.47369,1.0621,1.91947,0.78799,1.05623,0,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855
103,84726.4,0.96501,1.84018,0.67784,0.97863,0,0.8049,0.73999,0.81633,0.59885,0.79015,0.71202,0.77349,0.47366,1.062,1.9192,0.78785,1.05607,0,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
104,85548.4,0.96727,1.84261,0.67737,0.97926,0,0.80236,0.7412,0.81651,0.59879,0.79075,0.71122,0.77348,0.47373,1.06184,1.91866,0.7877,1.05595,0,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203
105,886.955,0.96348,1.83964,0.67798,0.98073,0,0.80274,0.74133,0.81648,0.59908,0.7911,0.71162,0.77324,0.47361,1.06187,1.91879,0.78755,1.05598,0,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
106,1331.26,1.02755,1.85775,0.70475,1.00203,0,0.8018,0.74237,0.81672,0.59915,0.79065,0.71205,0.77338,0.47373,1.06172,1.91857,0.78752,1.05587,0,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
107,1775.4,1.02289,1.8467,0.6995,1.00009,0,0.80156,0.74266,0.81698,0.5993,0.79144,0.71228,0.77383,0.47402,1.06188,1.91843,0.7873,1.0559,0,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777
108,2217.13,1.01778,1.83409,0.69341,0.9983,0,0.80213,0.7419,0.81707,0.59955,0.79216,0.71178,0.77407,0.47414,1.06171,1.91785,0.7871,1.05581,0,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925
109,2657.31,1.01725,1.82694,0.69282,1.00018,0,0.80128,0.74356,0.8172,0.59975,0.79216,0.71185,0.77435,0.47428,1.0616,1.91778,0.78692,1.05577,0,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
110,3098.08,1.0128,1.82212,0.68925,0.99769,0,0.80149,0.7434,0.81726,0.59986,0.79059,0.71211,0.7739,0.47414,1.06151,1.91752,0.78673,1.05563,0,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842
111,3540.15,1.01381,1.82146,0.68795,0.99648,0,0.80216,0.74293,0.81755,0.59991,0.78831,0.71361,0.77417,0.47428,1.06145,1.91709,0.78644,1.0556,0,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667
112,3984.16,1.01379,1.81717,0.68685,0.99593,0,0.80172,0.74476,0.8176,0.59995,0.78812,0.71394,0.77396,0.47449,1.06138,1.91685,0.7862,1.05554,0,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
113,4426.38,1.0121,1.81707,0.68737,0.99458,0,0.80183,0.74414,0.81781,0.60005,0.78778,0.71455,0.77431,0.47458,1.06128,1.91674,0.786,1.05542,0,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
114,4870.09,1.01366,1.81348,0.68577,0.99663,0,0.80348,0.74308,0.81798,0.6003,0.78719,0.71427,0.7741,0.4747,1.06128,1.91638,0.78587,1.05542,0,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888
115,5316.4,1.01214,1.81425,0.687,0.99639,0,0.80361,0.74344,0.81825,0.60021,0.7881,0.71382,0.77419,0.47477,1.06111,1.9158,0.78549,1.05534,0,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
116,5758.73,1.00993,1.80976,0.68143,0.99553,0,0.80452,0.74284,0.81835,0.60042,0.78977,0.71299,0.77404,0.47491,1.06098,1.91569,0.78536,1.05532,0,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348
117,6202.32,1.01099,1.81585,0.68343,0.99411,0,0.80469,0.74248,0.81826,0.60012,0.79226,0.7119,0.77419,0.4749,1.06087,1.91537,0.78494,1.05528,0,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
118,6647.91,1.01047,1.81521,0.68343,0.99553,0,0.80647,0.74105,0.81856,0.60037,0.79394,0.71126,0.77427,0.47507,1.06087,1.91505,0.78475,1.05525,0,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259
119,7092.63,1.01043,1.80852,0.68295,0.9949,0,0.80691,0.74159,0.81854,0.60046,0.79358,0.71159,0.77425,0.47509,1.06074,1.91493,0.7847,1.05521,0,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784
120,7537.72,1.01259,1.80945,0.68296,0.99551,0,0.80761,0.74074,0.81865,0.60041,0.79352,0.71166,0.77423,0.47499,1.06066,1.9148,0.78445,1.05522,0,0.000305089,0.000101696,0.000305089,0.000101696,0.000305089,0.000101696,0.000305089,0.000101696
