epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,76801.4,1.17394,1.91779,0.86876,0.00349,0.86169,0.7836,0.72606,0.79798,0.56886,0.77334,0.70634,0.76382,0.46457,1.19771,1.90266,0.92132,0.00619,0,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594,0.00437819,0.0014594
93,77632.7,1.17568,1.91619,0.87045,0.00347,0.86663,0.78179,0.72787,0.79833,0.56923,0.77316,0.70669,0.76402,0.46466,1.19728,1.90321,0.92093,0.00618,0,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
94,78463.7,1.17274,1.90823,0.8629,0.00348,0.85432,0.78106,0.72933,0.79881,0.56942,0.77293,0.70759,0.76421,0.46495,1.19697,1.90221,0.92047,0.00618,0,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
95,79292.7,1.1699,1.90945,0.86294,0.00347,0.85397,0.78289,0.72846,0.79901,0.56967,0.77327,0.7085,0.76437,0.46513,1.19659,1.90141,0.92048,0.00618,0,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313,0.00360938,0.00120313
96,80122.2,1.16904,1.90212,0.86012,0.00342,0.8449,0.78254,0.72857,0.7992,0.56983,0.7741,0.70882,0.76476,0.4653,1.19645,1.90112,0.92053,0.00618,0,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229,0.0033687,0.0011229
97,80963.4,1.17183,1.91919,0.86413,0.00346,0.84993,0.78413,0.72857,0.79934,0.56996,0.77536,0.70753,0.76494,0.46519,1.19627,1.90096,0.91985,0.00617,0,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
98,81794.4,1.16676,1.90846,0.85852,0.00344,0.84336,0.78538,0.72867,0.79947,0.57021,0.77626,0.70884,0.76507,0.46524,1.19571,1.90121,0.91982,0.00617,0,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575,0.00291173,0.000970575
99,82630.4,1.16448,1.89249,0.85328,0.00341,0.83496,0.78587,0.72872,0.79966,0.57029,0.7762,0.70851,0.76477,0.46526,1.19576,1.90031,0.9191,0.00617,0,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581,0.00269574,0.000898581
100,83463.3,1.16361,1.89469,0.85064,0.00343,0.83652,0.78525,0.72867,0.8,0.57055,0.77797,0.70578,0.76497,0.46554,1.1957,1.89991,0.91856,0.00617,0,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
101,84290.3,1.16456,1.89709,0.85301,0.00344,0.83117,0.78547,0.72777,0.80022,0.57085,0.77639,0.70732,0.7651,0.46567,1.1952,1.8996,0.9186,0.00616,0,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
102,85122.3,1.16434,1.89415,0.84976,0.00343,0.8246,0.78424,0.72854,0.80026,0.5707,0.7767,0.70712,0.76533,0.46563,1.19505,1.89929,0.91811,0.00616,0,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855,0.00209957,0.000699855
103,837.574,1.16356,1.89967,0.85703,0.00344,0.84256,0.78517,0.72744,0.80026,0.57078,0.77744,0.70645,0.76522,0.46571,1.1951,1.89874,0.9182,0.00616,0,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
104,1608.14,1.16643,1.90199,0.85734,0.00344,0.84553,0.78483,0.72726,0.80035,0.57083,0.77534,0.70745,0.76546,0.46572,1.19519,1.89856,0.91792,0.00616,0,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203,0.00174661,0.000582203
105,2374.29,1.16682,1.90893,0.86051,0.00346,0.84864,0.78519,0.72645,0.80042,0.5708,0.77687,0.70682,0.76534,0.46569,1.19531,1.89846,0.91769,0.00616,0,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
106,3052.62,1.20858,1.90342,0.85193,0.00439,0.60558,0.78502,0.72658,0.80058,0.57121,0.77695,0.70755,0.76547,0.4658,1.19508,1.89802,0.91731,0.00616,0,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
107,3729,1.19789,1.88734,0.84636,0.00431,0.597,0.78389,0.72709,0.80065,0.5713,0.77582,0.70736,0.76539,0.46586,1.19483,1.89781,0.917,0.00616,0,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777
108,4406.13,1.19451,1.88302,0.83535,0.00435,0.59011,0.77998,0.73066,0.80059,0.57119,0.77301,0.7081,0.76532,0.46596,1.19487,1.89734,0.91655,0.00616,0,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925,0.00115177,0.000383925
109,5081.26,1.19538,1.87604,0.83631,0.00429,0.58695,0.78332,0.7271,0.80065,0.57122,0.77587,0.70629,0.76561,0.46586,1.19472,1.89686,0.91625,0.00616,0,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
110,5756.82,1.19147,1.87657,0.83339,0.0043,0.58623,0.77821,0.73157,0.80085,0.57128,0.77395,0.70702,0.76555,0.46596,1.19476,1.89659,0.91563,0.00616,0,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842,0.000911527,0.000303842
111,6434.97,1.19335,1.87573,0.83158,0.00427,0.58534,0.77833,0.73091,0.80106,0.5714,0.7759,0.70545,0.76582,0.46602,1.19419,1.89645,0.91607,0.00615,0,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667
112,7111.23,1.1915,1.87086,0.82712,0.00429,0.57739,0.77688,0.7325,0.80119,0.57143,0.77709,0.70412,0.76608,0.46616,1.1942,1.89658,0.91529,0.00615,0,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
113,7787.7,1.18745,1.86802,0.8273,0.00425,0.57202,0.7756,0.73283,0.80132,0.57143,0.77612,0.705,0.7662,0.46617,1.19377,1.89604,0.91484,0.00615,0,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
114,8463.89,1.18634,1.86368,0.8194,0.0042,0.57585,0.77773,0.73181,0.80136,0.57149,0.77527,0.70565,0.76633,0.46647,1.1936,1.89586,0.91455,0.00615,0,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888,0.000548665,0.000182888
115,9140.74,1.18747,1.86473,0.82193,0.00421,0.57369,0.77593,0.73231,0.8017,0.57163,0.77494,0.70578,0.76664,0.46668,1.19363,1.89598,0.9141,0.00615,0,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
116,9819.4,1.18188,1.86015,0.82192,0.0042,0.5717,0.77824,0.73115,0.80185,0.57174,0.77666,0.70608,0.76693,0.46684,1.19376,1.89556,0.91341,0.00615,0,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348,0.000427044,0.000142348
117,10502.1,1.18845,1.86646,0.82322,0.00423,0.57306,0.77928,0.73106,0.80167,0.57183,0.77679,0.70704,0.76725,0.46715,1.19388,1.89488,0.91243,0.00614,0,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
118,11193.4,1.18592,1.8624,0.82132,0.00424,0.57092,0.77915,0.7312,0.80179,0.57208,0.77478,0.70768,0.76729,0.46723,1.19381,1.89455,0.91216,0.00614,0,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259
119,11880.7,1.18522,1.86258,0.82221,0.00426,0.56963,0.77938,0.73123,0.80189,0.5721,0.77402,0.70914,0.76726,0.46714,1.19397,1.89411,0.91138,0.00615,0,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784
120,12566.1,1.18254,1.86003,0.81554,0.00421,0.5692,0.78015,0.7307,0.80207,0.57218,0.77302,0.70973,0.76736,0.46724,1.19373,1.89429,0.91123,0.00614,0,0.000305089,0.000101696,0.000305089,0.000101696,0.000305089,0.000101696,0.000305089,0.000101696
